loss,accuracy,val_loss,val_accuracy
4.166215419769287,0.0810599997639656,4.618162631988525,0.043699998408555984
3.715794324874878,0.13750000298023224,4.02360725402832,0.12319999933242798
3.413922071456909,0.18276000022888184,3.2937588691711426,0.22010000050067902
3.168285846710205,0.2267799973487854,3.1491081714630127,0.23829999566078186
2.9576103687286377,0.26631999015808105,2.9379122257232666,0.2752000093460083
2.804413318634033,0.2927800118923187,2.857560157775879,0.28940001130104065
2.6652984619140625,0.32207998633384705,2.6001291275024414,0.3425999879837036
2.5676791667938232,0.33945998549461365,2.4337594509124756,0.3675000071525574
2.4870433807373047,0.35607999563217163,2.282825231552124,0.39989998936653137
2.404127597808838,0.3745400011539459,2.4003586769104004,0.37450000643730164
2.3504583835601807,0.38666000962257385,2.3191585540771484,0.398499995470047
2.2855892181396484,0.39792001247406006,2.18752121925354,0.4244000017642975
2.2408974170684814,0.4114600121974945,2.282033681869507,0.41679999232292175
2.2022628784179688,0.41815999150276184,2.1916732788085938,0.42419999837875366
2.1673479080200195,0.42715999484062195,2.110177755355835,0.44769999384880066
2.1295855045318604,0.43487998843193054,2.146475076675415,0.4350999891757965
2.084104299545288,0.44694000482559204,2.0935251712799072,0.45100000500679016
2.0656774044036865,0.4521600008010864,2.033745527267456,0.46540001034736633
2.032665967941284,0.4573200047016144,1.9545886516571045,0.4799000024795532
2.0021164417266846,0.4657599925994873,2.080073118209839,0.46399998664855957
1.9782299995422363,0.4700799882411957,2.2585487365722656,0.4318000078201294
1.9536385536193848,0.4743199944496155,2.036468267440796,0.4677000045776367
1.9382134675979614,0.47874000668525696,2.316101312637329,0.43950000405311584
1.90583074092865,0.4855799973011017,2.2410073280334473,0.43720000982284546
1.8888839483261108,0.49230000376701355,2.0421087741851807,0.4803999960422516
1.8676276206970215,0.49636000394821167,1.891721248626709,0.4952999949455261
1.8548136949539185,0.4989599883556366,1.9877121448516846,0.4869999885559082
1.8287192583084106,0.503600001335144,1.9776419401168823,0.49320000410079956
1.8300327062606812,0.5037599802017212,2.2558939456939697,0.4553999900817871
1.801369547843933,0.5114399790763855,2.050915002822876,0.4738999903202057
1.79148268699646,0.5116999745368958,1.843491792678833,0.5163000226020813
1.7653422355651855,0.5211799740791321,1.7964810132980347,0.5227000117301941
1.7614644765853882,0.5204799771308899,1.8553879261016846,0.5088000297546387
1.7464078664779663,0.5249199867248535,2.0137720108032227,0.4943000078201294
1.7409042119979858,0.5265600085258484,1.830988883972168,0.5199999809265137
1.7163724899291992,0.5319600105285645,2.00174617767334,0.4943999946117401
1.7059308290481567,0.531499981880188,1.876652717590332,0.515500009059906
1.6909188032150269,0.5364800095558167,1.8030173778533936,0.5209000110626221
1.6866382360458374,0.5370200276374817,1.717063307762146,0.5400999784469604
1.6670023202896118,0.5416200160980225,1.877615213394165,0.5097000002861023
1.6572579145431519,0.5447800159454346,1.857672095298767,0.5153999924659729
1.6554335355758667,0.5462999939918518,1.9998587369918823,0.5002999901771545
1.633800983428955,0.5507599711418152,1.797821283340454,0.5317999720573425
1.6284726858139038,0.5505200028419495,1.8011963367462158,0.5246999859809875
1.6158753633499146,0.5530200004577637,1.6620874404907227,0.5547000169754028
1.617884874343872,0.5542399883270264,1.840240478515625,0.5317000150680542
1.5956826210021973,0.5611400008201599,1.8599189519882202,0.5231999754905701
1.586053729057312,0.5607600212097168,1.7252978086471558,0.5414999723434448
1.592621922492981,0.5565000176429749,1.8313140869140625,0.5303999781608582
1.5762094259262085,0.5649600028991699,1.879892349243164,0.5212000012397766
1.5720041990280151,0.5640400052070618,1.7544969320297241,0.5475999712944031
1.56898033618927,0.5654199719429016,2.1800601482391357,0.491100013256073
1.5529582500457764,0.5673800110816956,1.907279133796692,0.5178999900817871
1.5412579774856567,0.5719599723815918,1.8614223003387451,0.5236999988555908
1.5400285720825195,0.5737599730491638,1.821263074874878,0.5465999841690063
1.5335842370986938,0.572380006313324,1.9154820442199707,0.5317000150680542
1.5224716663360596,0.5766599774360657,1.687422275543213,0.5609999895095825
1.5217870473861694,0.5768200159072876,1.8412814140319824,0.5379999876022339
1.5129371881484985,0.5791599750518799,1.6870836019515991,0.5557000041007996
1.5042731761932373,0.5788000226020813,1.9367494583129883,0.5228000283241272
